,sale price,address,latitude,longitude,neighborhood,burough,zip code,gross sq feet,land sq feet
1,575000,"2039 EAST 68TH STREET, BERGEN BEACH, BROOKLYN, NEW YORK, NY, 11234",40.6194117,-73.9105052,BERGEN BEACH,BROOKLYN,11234,1944,2300
4,470000,"2746 FULTON STREET, CYPRESS HILLS, BROOKLYN, NEW YORK, NY, 11207",40.6776278,-73.8932126938647,CYPRESS HILLS,BROOKLYN,11207,1900,2500
6,810000,"33 ESCANABA AVENUE, GREAT KILLS, STATEN ISLAND, NEW YORK, NY, 10308",40.5490828,-74.1592778,GREAT KILLS,STATEN ISLAND,10308,3000,4500
8,1300000,"301 EVERGREEN AVENUE, BUSHWICK, BROOKLYN, NEW YORK, NY, 11221",40.6947925,-73.9245204005701,BUSHWICK,BROOKLYN,11221,1920,1600
12,1425000,"366 WEST 11TH   STREET, GREENWICH VILLAGE-WEST, MANHATTAN, NEW YORK, NY, 10014",40.734034,-73.99505,GREENWICH VILLAGE-WEST,MANHATTAN,10014, -  , -  
13,600000,"132-29 BLOSSOM AVENUE, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11355",40.752031,-73.8312977,FLUSHING-NORTH,QUEENS,11355, -  , -  
16,1660000,"309 EAST 49TH STREET, MIDTOWN EAST, MANHATTAN, NEW YORK, NY, 10017",40.7576083,-73.976936,MIDTOWN EAST,MANHATTAN,10017, -  , -  
20,6065280,"1077 NEW YORK AVENUE, FLATBUSH-EAST, BROOKLYN, NEW YORK, NY, 11203",40.64677695,-73.9459277994573,FLATBUSH-EAST,BROOKLYN,11203,22120,7900
24,872000,"550 VANDERBILT AVENUE, PROSPECT HEIGHTS, BROOKLYN, NEW YORK, NY, 11238",40.6803931,-73.9681304,PROSPECT HEIGHTS,BROOKLYN,11238,0,0
27,567000,"104-76 109TH STREET, RICHMOND HILL, QUEENS, NEW YORK, NY, 11419",40.681968,-73.8322501811224,RICHMOND HILL,QUEENS,11419,2112,2622
28,1225000,"306 LINDEN STREET, BUSHWICK, BROOKLYN, NEW YORK, NY, 11237",40.6983427,-73.9143119787032,BUSHWICK,BROOKLYN,11237,3021,1502
32,33900,"102 WEST 57TH STREET, MIDTOWN WEST, MANHATTAN, NEW YORK, NY, 10019",40.766287,-73.981848,MIDTOWN WEST,MANHATTAN,10019,112850,7532
33,909297,"1809 EMMONS AVENUE, SHEEPSHEAD BAY, BROOKLYN, NEW YORK, NY, 0",40.5840323,-73.9502102192455,SHEEPSHEAD BAY,BROOKLYN,0,0,0
34,760000,"83-57 264TH   STREET, FLORAL PARK, QUEENS, NEW YORK, NY, 11004",40.7384062,-73.70446895,FLORAL PARK,QUEENS,11004,2704,2200
35,1070000,"10 PRAGUE COURT, PRINCES BAY, STATEN ISLAND, NEW YORK, NY, 10309",40.5184597,-74.1987145,PRINCES BAY,STATEN ISLAND,10309,3910,9434
38,18000000,"53 NORTH MOORE STREET, TRIBECA, MANHATTAN, NEW YORK, NY, 10013",40.7200872,-74.0088971,TRIBECA,MANHATTAN,10013, -  , -  
40,269000,"78-37 CLOVERDALE BLVD, B, OAKLAND GARDENS, QUEENS, NEW YORK, NY, 11364",40.7582138,-73.756116,OAKLAND GARDENS,QUEENS,11364, -  , -  
44,590000,"120-14 RIVIERA COURT, COLLEGE POINT, QUEENS, NEW YORK, NY, 11356",40.7948895,-73.8474649,COLLEGE POINT,QUEENS,11356, -  , -  
52,672500,"1409 REED PLACE, COUNTRY CLUB, BRONX, NEW YORK, NY, 10465",40.84124045,-73.8194562,COUNTRY CLUB,BRONX,10465,2635,2600
56,1230911,"138-35 39TH   AVENUE, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11354",40.7610935,-73.8273096,FLUSHING-NORTH,QUEENS,11354, -  , -  
58,800000,"64-14 184TH STREET, FRESH MEADOWS, QUEENS, NEW YORK, NY, 11365",40.73762485,-73.789442,FRESH MEADOWS,QUEENS,11365,1058,4000
62,370000,"63-85 WOODHAVEN BOULEVARD, REGO PARK, QUEENS, NEW YORK, NY, 11374",40.7221556,-73.8665922535995,REGO PARK,QUEENS,11374, -  , -  
64,973447,"138-35 39TH   AVENUE, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11354",40.7610935,-73.8273096,FLUSHING-NORTH,QUEENS,11354, -  , -  
65,302100,"90 MC LAUGHLIN STREET, SOUTH BEACH, STATEN ISLAND, NEW YORK, NY, 10305",40.5892214,-74.0728925597695,SOUTH BEACH,STATEN ISLAND,10305,1680,850
66,18000,"4212 GUNTHER AVENUE, WAKEFIELD, BRONX, NEW YORK, NY, 10466",40.8944156,-73.8497384533722,WAKEFIELD,BRONX,10466,1208,2379
69,1063000,"34-32 35TH   STREET, ASTORIA, QUEENS, NEW YORK, NY, 11106",40.75737535,-73.924960243772,ASTORIA,QUEENS,11106, -  , -  
71,1162500,"184 THOMPSON STREET, GREENWICH VILLAGE-CENTRAL, MANHATTAN, NEW YORK, NY, 10012",40.7281668,-73.9997694,GREENWICH VILLAGE-CENTRAL,MANHATTAN,10012, -  , -  
72,615000,"189 EVERGREEN STREET, GREAT KILLS, STATEN ISLAND, NEW YORK, NY, 10308",40.55788775,-74.1422052852665,GREAT KILLS,STATEN ISLAND,10308,2355,3826
79,2000000,"1910 OCEAN AVENUE, MIDWOOD, BROOKLYN, NEW YORK, NY, 11230",40.61524895,-73.9547958867987,MIDWOOD,BROOKLYN,11230,4000,5030
81,3550000,"477 13TH   STREET, PARK SLOPE, BROOKLYN, NEW YORK, NY, 11215",40.6629586,-73.979998,PARK SLOPE,BROOKLYN,11215,2850,1950
82,990000,"109-38 123RD STREET, SOUTH OZONE PARK, QUEENS, NEW YORK, NY, 11420",40.68213325,-73.8183684119686,SOUTH OZONE PARK,QUEENS,11420,2832,4100
83,1225000,"303 23RD STREET, SUNSET PARK, BROOKLYN, NEW YORK, NY, 11215",40.6586857,-73.9917960561542,SUNSET PARK,BROOKLYN,11215,660,2763
84,297500,"1216 EAST 82ND STREET, CANARSIE, BROOKLYN, NEW YORK, NY, 11236",40.63098,-73.9060348644043,CANARSIE,BROOKLYN,11236,0,0
86,420000,"145-39 TUSKEGEE AIRMEN WAY, SOUTH JAMAICA, QUEENS, NEW YORK, NY, 11435",40.69308,-73.803818,SOUTH JAMAICA,QUEENS,11435,1998,2500
90,485000,"54 GANSEVOORT BOULEVARD, CASTLETON CORNERS, STATEN ISLAND, NEW YORK, NY, 10314",40.61112495,-74.1278129,CASTLETON CORNERS,STATEN ISLAND,10314,1560,4800
92,205000,"1063 JEFFERSON AVENUE, BUSHWICK, BROOKLYN, NEW YORK, NY, 11221",40.68801685,-73.91675265,BUSHWICK,BROOKLYN,11221,2880,2000
93,999000,"3506 FARRAGUT ROAD, FLATBUSH-EAST, BROOKLYN, NEW YORK, NY, 11210",40.6364955714286,-73.9430102653061,FLATBUSH-EAST,BROOKLYN,11210,3580,5700
96,645000,"133 SPRAGUE AVENUE, TOTTENVILLE, STATEN ISLAND, NEW YORK, NY, 10307",40.50819705,-74.238805,TOTTENVILLE,STATEN ISLAND,10307,3100,6750
97,588000,"1 BAY CLUB DRIVE, BAYSIDE, QUEENS, NEW YORK, NY, 11360",40.778486,-73.781053,BAYSIDE,QUEENS,11360, -  , -  
100,975000,"62-43 99TH STREET, REGO PARK, QUEENS, NEW YORK, NY, 11374",40.73387815,-73.8575167214387,REGO PARK,QUEENS,11374,1440,4500
101,1629200,"50 GREENPOINT AVENUE, GREENPOINT, BROOKLYN, NEW YORK, NY, 11222",40.7296692631579,-73.9589284210526,GREENPOINT,BROOKLYN,11222,0,0
104,769000,"195 SPENCER STREET, BEDFORD STUYVESANT, BROOKLYN, NEW YORK, NY, 11205",40.69235315,-73.9545053312385,BEDFORD STUYVESANT,BROOKLYN,11205,0,0
105,832928,"106 WHITMAN AVENUE, GREAT KILLS, STATEN ISLAND, NEW YORK, NY, 10308",40.5445195,-74.14312725,GREAT KILLS,STATEN ISLAND,10308, -  ,3800
106,955000,"111-42 42ND AVENUE, CORONA, QUEENS, NEW YORK, NY, 11368",40.75050655,-73.85355945,CORONA,QUEENS,11368,1960,2500
111,425880,"1235 FOREST HILL ROAD, WILLOWBROOK, STATEN ISLAND, NEW YORK, NY, 10314",40.5892863,-74.144953,WILLOWBROOK,STATEN ISLAND,10314, -  , -  
112,2400000,"181 MADISON STREET, BEDFORD STUYVESANT, BROOKLYN, NEW YORK, NY, 11216",40.68475705,-73.9517829,BEDFORD STUYVESANT,BROOKLYN,11216,3542,3036
113,1450000,"191 80TH   STREET, BAY RIDGE, BROOKLYN, NEW YORK, NY, 11209",40.6288283,-74.0325805702155,BAY RIDGE,BROOKLYN,11209,2617,4373
115,1800000,"356 BROADWAY, CHINATOWN, MANHATTAN, NEW YORK, NY, 10013",40.7138283,-73.9929765,CHINATOWN,MANHATTAN,10013, -  , -  
116,525000,"29 MORGAN LANE, BULLS HEAD, STATEN ISLAND, NEW YORK, NY, 10314",40.61201035,-74.162342241219,BULLS HEAD,STATEN ISLAND,10314,1280,2730
117,80000,"44-27 PURVES STREET, LONG ISLAND CITY, QUEENS, NEW YORK, NY, 11101",40.74677185,-73.940721145483,LONG ISLAND CITY,QUEENS,11101, -  , -  
118,1060000,"657 46TH   STREET, SUNSET PARK, BROOKLYN, NEW YORK, NY, 11220",40.6451753,-74.0040386673617,SUNSET PARK,BROOKLYN,11220,1880,2003
120,960000,"2728 THOMSON AVENUE, LONG ISLAND CITY, QUEENS, NEW YORK, NY, 11101",40.7455819,-73.9392201,LONG ISLAND CITY,QUEENS,11101, -  , -  
126,234900,"100 COLFAX AVENUE, GRANT CITY, STATEN ISLAND, NEW YORK, NY, 10306",40.5795929,-74.1074795,GRANT CITY,STATEN ISLAND,10306, -  , -  
127,1400000,"18-05 154TH   STREET, WHITESTONE, QUEENS, NEW YORK, NY, 11357",40.7777945,-73.8090843,WHITESTONE,QUEENS,11357,2967,2900
130,800000,"1166 EAST 32ND   STREET, FLATBUSH-EAST, BROOKLYN, NEW YORK, NY, 11210",40.634117,-73.945868,FLATBUSH-EAST,BROOKLYN,11210,1360,2000
131,1150000,"100-08 67TH DRIVE, REGO PARK, QUEENS, NEW YORK, NY, 11375",40.7164457,-73.8601815,REGO PARK,QUEENS,11375,1444,1958
134,750000,"88-25 87TH   STREET, WOODHAVEN, QUEENS, NEW YORK, NY, 11421",40.6903322,-73.8561619056866,WOODHAVEN,QUEENS,11421,2280,2000
135,1820000,"1815 VICTORY BOULEVARD, CASTLETON CORNERS, STATEN ISLAND, NEW YORK, NY, 10314",40.613258,-74.1239172,CASTLETON CORNERS,STATEN ISLAND,10314,4480,5116
136,100000,"3553 12TH AVENUE, KENSINGTON, BROOKLYN, NEW YORK, NY, 11218",40.6436909,-73.9857897360447,KENSINGTON,BROOKLYN,11218,3000,3120
137,3229000,"160 EAST 22ND STREET, GRAMERCY, MANHATTAN, NEW YORK, NY, 10010",40.73812925,-73.9840156730139,GRAMERCY,MANHATTAN,10010, -  , -  
138,890000,"260-16 69TH AVENUE, GLEN OAKS, QUEENS, NEW YORK, NY, 11004",40.7541874,-73.7211281462082,GLEN OAKS,QUEENS,11004,1114,9545
140,850000,"35-50 98TH STREET, CORONA, QUEENS, NEW YORK, NY, 11368",40.75231155,-73.8695091629644,CORONA,QUEENS,11368,3600,5150
141,329000,"1065 VERMONT STREET, EAST NEW YORK, BROOKLYN, NEW YORK, NY, 11207",40.654186,-73.8846784,EAST NEW YORK,BROOKLYN,11207,0,0
143,2800000,"69-15 ASTORIA BLVD, JACKSON HEIGHTS, QUEENS, NEW YORK, NY, 11370",40.7649614,-73.8872546,JACKSON HEIGHTS,QUEENS,11370,6912,9613
144,28000000,"423 BROADWAY, SOHO, MANHATTAN, NEW YORK, NY, 10013",40.7198106,-74.0019017846409,SOHO,MANHATTAN,10013,4808,2504
146,675000,"1241 42ND   STREET, BOROUGH PARK, BROOKLYN, NEW YORK, NY, 11219",40.63977835,-73.9890147,BOROUGH PARK,BROOKLYN,11219,0,0
147,10250000,"114 FORREST STREET, BUSHWICK, BROOKLYN, NEW YORK, NY, 11206",40.7029872,-73.9319891,BUSHWICK,BROOKLYN,11206,30340,10000
148,484000,"123 RAMBLEWOOD AVENUE, GREAT KILLS, STATEN ISLAND, NEW YORK, NY, 10308",40.54549445,-74.1546800933971,GREAT KILLS,STATEN ISLAND,10308,1176,3800
149,300000,"434 PORT RICHMOND AVENUE, PORT RICHMOND, STATEN ISLAND, NEW YORK, NY, 10302",40.6316118,-74.1386018659598,PORT RICHMOND,STATEN ISLAND,10302,2665,2663
151,328000,"85-23 BROADWAY, ELMHURST, QUEENS, NEW YORK, NY, 11373",40.7439153,-73.8849347,ELMHURST,QUEENS,11373, -  , -  
153,475000,"987 PIERCE AVENUE, MORRIS PARK/VAN NEST, BRONX, NEW YORK, NY, 10462",40.8449189,-73.8543016686439,MORRIS PARK/VAN NEST,BRONX,10462,1370,1518
156,2265000,"86 VISITATION PLACE, RED HOOK, BROOKLYN, NEW YORK, NY, 11231",40.6789643,-74.0093859125629,RED HOOK,BROOKLYN,11231,1000,2000
158,755000,"40-26 COLLEGE POINT BLVD, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11354",40.7577892,-73.8341437,FLUSHING-NORTH,QUEENS,11354, -  , -  
159,1210000,"34 NORTH 7TH   STREET, WILLIAMSBURG-NORTH, BROOKLYN, NEW YORK, NY, 11249",40.720655,-73.962433,WILLIAMSBURG-NORTH,BROOKLYN,11249,0,0
160,420000,"185-27 HENDERSON AVENUE, HOLLIS, QUEENS, NEW YORK, NY, 11423",40.70789525,-73.7718513,HOLLIS,QUEENS,11423,1683,1800
162,360000,"48 JENNIFER PLACE, BULLS HEAD, STATEN ISLAND, NEW YORK, NY, 10314",40.6107486,-74.1583562,BULLS HEAD,STATEN ISLAND,10314, -  , -  
164,460000,"109-26 126TH STREET, SOUTH OZONE PARK, QUEENS, NEW YORK, NY, 11420",40.68319325,-73.8158727968987,SOUTH OZONE PARK,QUEENS,11420,1234,2000
166,935000,"184 THOMPSON STREET, GREENWICH VILLAGE-CENTRAL, MANHATTAN, NEW YORK, NY, 10012",40.7281668,-73.9997694,GREENWICH VILLAGE-CENTRAL,MANHATTAN,10012, -  , -  
167,585000,"11542 114TH PLACE, SOUTH OZONE PARK, QUEENS, NEW YORK, NY, 11420",40.671373,-73.825471,SOUTH OZONE PARK,QUEENS,11420,1280,2650
172,493000,"221-20 105TH AVENUE, QUEENS VILLAGE, QUEENS, NEW YORK, NY, 11429",40.71026195,-73.7331490155451,QUEENS VILLAGE,QUEENS,11429,1200,2600
176,300000,"122 CRYSTAL STREET, EAST NEW YORK, BROOKLYN, NEW YORK, NY, 11208",40.6757894,-73.8747853944861,EAST NEW YORK,BROOKLYN,11208,2430,2000
177,1240000,"80 JOHN STREET, FINANCIAL, MANHATTAN, NEW YORK, NY, 10038",40.7083109,-74.0068467,FINANCIAL,MANHATTAN,10038, -  , -  
178,843111,"34-32 35TH   STREET, ASTORIA, QUEENS, NEW YORK, NY, 11106",40.75737535,-73.924960243772,ASTORIA,QUEENS,11106, -  , -  
179,1115000,"247 WEST 46TH   STREET, MIDTOWN WEST, MANHATTAN, NEW YORK, NY, 10036",40.7598078,-73.9876125,MIDTOWN WEST,MANHATTAN,10036, -  , -  
180,879000,"9017 RIDGE BOULEVARD, BAY RIDGE, BROOKLYN, NEW YORK, NY, 11209",40.6208361,-74.03479495,BAY RIDGE,BROOKLYN,11209,1248,2000
181,4025000,"882 CARROLL STREET, PARK SLOPE, BROOKLYN, NEW YORK, NY, 11215",40.67137045,-73.9721111181017,PARK SLOPE,BROOKLYN,11215,4733,1840
182,535000,"61 BARB STREET, ANNADALE, STATEN ISLAND, NEW YORK, NY, 10312",40.54143505,-74.1759744573928,ANNADALE,STATEN ISLAND,10312,1339,1585
184,320000,"37-13 107TH   STREET, CORONA, QUEENS, NEW YORK, NY, 11368",40.7535282,-73.861282,CORONA,QUEENS,11368, -  , -  
185,1250000,"BEACH 9TH   STREET, FAR ROCKAWAY, QUEENS, NEW YORK, NY, 0",40.5965677,-73.7441746,FAR ROCKAWAY,QUEENS,0, -  ,12606
186,545000,"60 ROANOKE STREET, WILLOWBROOK, STATEN ISLAND, NEW YORK, NY, 10314",40.5972869,-74.1347776899846,WILLOWBROOK,STATEN ISLAND,10314,1456,2332
187,3000000,"75 WALL STREET, FINANCIAL, MANHATTAN, NEW YORK, NY, 10005",40.7051991,-74.0076662,FINANCIAL,MANHATTAN,10005, -  , -  
190,686000,"57-54 81ST STREET, MIDDLE VILLAGE, QUEENS, NEW YORK, NY, 11379",40.72760895,-73.8804802490701,MIDDLE VILLAGE,QUEENS,11379,1386,2150
194,508106,"154 BURKE AVENUE, TRAVIS, STATEN ISLAND, NEW YORK, NY, 10314",40.5921326455696,-74.1861256075949,TRAVIS,STATEN ISLAND,10314,1847,2500
195,420000,"36 INNIS STREET, PORT RICHMOND, STATEN ISLAND, NEW YORK, NY, 10302",40.6335649,-74.1426084965313,PORT RICHMOND,STATEN ISLAND,10302,1776,2500
196,455000,"34-44 82ND   STREET, JACKSON HEIGHTS, QUEENS, NEW YORK, NY, 11372",40.7524072,-73.8850492817997,JACKSON HEIGHTS,QUEENS,11372, -  , -  
205,900000,"1444 FLATBUSH AVENUE, FLATBUSH-CENTRAL, BROOKLYN, NEW YORK, NY, 11210",40.6353665,-73.9508616635714,FLATBUSH-CENTRAL,BROOKLYN,11210,2200,2000
209,4085000,"109 GREENE STREET, SOHO, MANHATTAN, NEW YORK, NY, 10012",40.72472625,-73.9998597898574,SOHO,MANHATTAN,10012, -  , -  
215,1830758,"337 CARROLL STREET, GOWANUS, BROOKLYN, NEW YORK, NY, 11231",40.6783084,-73.9894551,GOWANUS,BROOKLYN,11231,0,0
216,1160000,"112-21 JAMAICA AVENUE, RICHMOND HILL, QUEENS, NEW YORK, NY, 11418",40.6996924,-73.8321223,RICHMOND HILL,QUEENS,11418,4000,2100
217,470000,"131-15 230TH   STREET, LAURELTON, QUEENS, NEW YORK, NY, 11413",40.6790683,-73.7385831907895,LAURELTON,QUEENS,11413,1635,4000
218,999000,"247 DRIGGS AVENUE, GREENPOINT, BROOKLYN, NEW YORK, NY, 0",40.72253645,-73.9477196411206,GREENPOINT,BROOKLYN,0,0,0
220,838000,"51-15 69TH STREET, ELMHURST, QUEENS, NEW YORK, NY, 11377",40.73474905,-73.89574955,ELMHURST,QUEENS,11377,1777,1746
222,710471,"131-03 40TH   ROAD, FLUSHING-NORTH, QUEENS, NEW YORK, NY, 11354",40.7560827,-73.8357912,FLUSHING-NORTH,QUEENS,11354, -  , -  
224,532000,"28 MEMO STREET, PRINCES BAY, STATEN ISLAND, NEW YORK, NY, 10309",40.5159453,-74.1979274723858,PRINCES BAY,STATEN ISLAND,10309,2050,4000
227,700000,"2350 WEST 11TH   STREET, GRAVESEND, BROOKLYN, NEW YORK, NY, 11223",40.59015245,-73.9815039090617,GRAVESEND,BROOKLYN,11223,1958,5000
229,997500,"2139 CORTELYOU ROAD, FLATBUSH-CENTRAL, BROOKLYN, NEW YORK, NY, 11226",40.6442112432432,-73.9575567027027,FLATBUSH-CENTRAL,BROOKLYN,11226,2400,1690
230,1285000,"1473 DEAN STREET, CROWN HEIGHTS, BROOKLYN, NEW YORK, NY, 11213",40.6765009,-73.9395014,CROWN HEIGHTS,BROOKLYN,11213,1568,2063
233,770000,"616 79TH STREET, BAY RIDGE, BROOKLYN, NEW YORK, NY, 11209",40.62466455,-74.021148811182,BAY RIDGE,BROOKLYN,11209,2010,1600
236,648746,"11-46 129TH   STREET, COLLEGE POINT, QUEENS, NEW YORK, NY, 11356",40.7864984,-73.8395251407239,COLLEGE POINT,QUEENS,11356,3000,3500
238,2695000,"212 WARREN STREET, TRIBECA, MANHATTAN, NEW YORK, NY, 10282",40.7164234,-74.0129331,TRIBECA,MANHATTAN,10282, -  , -  
